Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1154,c_6,c_3,c_8,c_9,0.9804,0.061468117
model_1155,c_4,c_7,c_3,c_6,0.9811,0.058310676
model_1156,c_4,c_6,c_1,c_7,0.9782,0.06391668
model_1157,c_6,c_4,c_1,c_8,0.9807,0.059876386
model_1158,c_2,c_2,c_4,c_1,0.9799,0.06321443
model_1159,m_1,c_2,m_2,c_3,0.9452,0.18954353
model_1160,c_5,c_10,c_10,c_5,0.9809,0.05869898
model_1161,c_1,c_4,c_7,s,0.9822,0.05795041
model_1162,c_3,c_12,c_3,c_11,0.9814,0.060056966
model_1163,c_1,c_5,c_10,c_11,0.98,0.060328893
model_1164,c_1,c_1,c_4,c_1,0.9805,0.059753835
model_1165,m_3,c_12,c_3,c_4,0.8697,0.40194154
model_1166,c_9,c_3,s,-,0.9761,0.074649215
model_1167,c_10,c_4,m_3,c_9,0.9716,0.10063539
model_1168,c_12,c_8,c_8,c_1,0.9781,0.067477025
model_1169,c_11,c_6,m_3,c_8,0.9805,0.06285116
model_1170,c_9,c_6,c_8,c_12,0.9798,0.06462172
model_1171,c_8,c_3,m_2,c_4,0.9761,0.073051184
model_1172,c_10,c_12,c_5,c_11,0.9792,0.06250021
model_1173,c_11,c_10,m_1,c_12,0.9741,0.08914464
model_1174,c_9,c_5,m_2,s,0.9763,0.07331405
model_1175,c_8,m_1,m_3,c_12,0.9535,0.17581429
model_1176,c_3,c_10,c_12,m_3,0.9804,0.06350531
model_1177,c_6,c_4,c_12,m_2,0.9783,0.06382814
model_1178,c_7,c_5,s,-,0.9784,0.07240082
model_1179,c_1,c_2,c_9,c_1,0.98,0.062909804
model_1180,c_8,m_1,c_9,c_9,0.9684,0.10446258
model_1181,c_11,c_6,c_5,c_12,0.98,0.061411332
model_1182,c_12,m_2,c_11,s,0.9685,0.100246094
model_1183,c_2,c_7,c_7,c_5,0.9802,0.06260466
model_1184,c_5,c_5,m_1,c_10,0.9725,0.08917546
model_1185,c_3,m_2,m_3,m_3,0.9422,0.22276781
model_1186,c_10,c_12,c_10,c_2,0.9776,0.07296991
model_1187,c_12,c_12,c_10,c_5,0.9798,0.06083372
model_1188,c_2,c_8,c_11,c_10,0.9805,0.05878437
model_1189,c_7,c_2,c_2,c_3,0.9813,0.059383545
model_1190,c_8,c_10,c_10,c_4,0.9801,0.061252523
model_1191,c_10,c_12,c_7,m_2,0.9783,0.065340616
model_1192,c_6,c_1,c_4,c_2,0.9815,0.058215775
model_1193,c_5,c_5,s,-,0.9775,0.07424695
model_1194,c_11,c_12,c_3,c_8,0.9804,0.05941902
model_1195,c_4,c_6,c_9,c_1,0.9793,0.06262602
model_1196,c_4,m_1,c_2,c_4,0.9678,0.10992761
model_1197,c_7,m_1,m_1,c_6,0.924,0.26471767
model_1198,c_2,c_7,c_5,c_7,0.9803,0.0613379
model_1199,c_8,c_1,c_8,c_12,0.9792,0.065154456
model_1200,c_2,c_5,m_2,c_11,0.9753,0.08019983
model_1201,c_9,c_4,m_1,c_5,0.9726,0.092134014
model_1202,c_3,c_11,c_5,c_8,0.9808,0.061105534
model_1203,c_10,m_3,c_7,c_3,0.9572,0.14823015
model_1204,m_2,c_1,c_11,c_12,0.9517,0.15461893
model_1205,c_6,m_2,c_2,s,0.969,0.10444725
model_1206,c_12,m_3,c_6,c_8,0.9742,0.083636194
model_1207,c_9,c_2,c_3,m_3,0.9779,0.06624469
model_1208,c_11,c_12,c_3,c_9,0.9795,0.06397921
model_1209,c_3,c_4,s,-,0.9763,0.07313987
model_1210,c_12,c_3,c_7,c_12,0.9786,0.06504623
model_1211,c_9,c_11,c_12,c_9,0.9784,0.068309955
model_1212,c_12,c_11,m_2,c_4,0.9746,0.08210918
model_1213,c_8,c_12,c_12,c_1,0.978,0.06519604
model_1214,c_2,c_12,c_2,c_3,0.9795,0.06416525
model_1215,c_11,c_3,c_11,m_3,0.9788,0.062023405
model_1216,c_9,c_5,c_9,c_12,0.9806,0.06043183
model_1217,c_3,c_5,c_7,m_3,0.9782,0.065281615
model_1218,c_6,c_3,c_5,c_4,0.9792,0.06061587
model_1219,c_1,c_5,s,-,0.9765,0.07368619
model_1220,c_2,c_4,c_9,c_8,0.9797,0.063690834
model_1221,c_11,c_5,s,-,0.9772,0.07158298
model_1222,c_2,c_7,m_1,c_5,0.9725,0.0884506
model_1223,c_6,m_1,c_9,c_2,0.9702,0.09975486
model_1224,c_2,c_1,c_10,c_1,0.9807,0.05875539
model_1225,c_5,c_6,c_12,c_8,0.9813,0.059912156
model_1226,c_2,c_1,c_6,c_11,0.981,0.059737373
model_1227,c_11,c_10,c_9,c_8,0.9804,0.059243493
model_1228,c_5,c_3,c_9,c_8,0.981,0.06140659
model_1229,c_6,m_3,c_5,c_3,0.9748,0.08855066
model_1230,c_2,c_9,m_1,c_11,0.9742,0.083324656
model_1231,c_2,c_5,s,-,0.9766,0.07001902
model_1232,c_6,m_2,c_7,c_12,0.9683,0.10396056
model_1233,c_4,c_4,c_1,c_11,0.9812,0.057363346
model_1234,c_11,c_3,s,-,0.9773,0.0714851
model_1235,c_12,m_1,s,-,0.9535,0.16790813
model_1236,c_8,m_3,c_3,c_1,0.9691,0.10149726
model_1237,m_2,c_3,c_10,c_10,0.9507,0.16715409
model_1238,c_12,c_4,c_4,c_9,0.981,0.060787562
model_1239,c_11,s,-,-,0.9608,0.1349148
model_1240,c_2,c_10,c_6,c_5,0.98,0.062439274
model_1241,c_6,c_5,c_6,m_2,0.9797,0.06303693
model_1242,c_9,c_7,c_9,c_10,0.9808,0.061905663
model_1243,c_4,c_6,c_1,s,0.9803,0.06103466
model_1244,c_2,c_1,c_12,c_5,0.977,0.06692433
model_1245,c_5,c_3,c_9,c_3,0.9809,0.05933385
model_1246,c_4,m_3,c_11,c_2,0.9631,0.1279183
model_1247,c_1,c_8,m_3,c_10,0.9798,0.06695761
model_1248,c_5,c_2,s,-,0.9765,0.07408596
model_1249,c_7,c_11,c_7,c_2,0.9802,0.06056547
model_1250,c_6,c_5,m_1,c_5,0.9724,0.088333905
model_1251,c_2,c_12,c_8,c_3,0.9819,0.059198108
model_1252,c_2,c_9,c_3,c_1,0.9805,0.062088236
model_1253,c_5,c_1,c_5,m_1,0.9789,0.063713565
model_1254,c_5,c_12,m_3,c_7,0.9822,0.057157487
model_1255,c_1,c_11,c_1,m_2,0.9803,0.060886238
model_1256,c_7,c_6,c_11,m_3,0.981,0.05883294
model_1257,c_1,c_4,c_9,c_3,0.98,0.060571544
model_1258,c_7,c_2,c_11,c_1,0.982,0.059272125
model_1259,c_3,c_10,s,-,0.9757,0.079076394
model_1260,c_4,c_7,c_1,c_11,0.9798,0.061901104
model_1261,c_6,c_1,m_2,c_8,0.9716,0.09358602
model_1262,c_5,c_3,m_1,c_4,0.9722,0.087475844
model_1263,c_2,c_1,c_3,m_2,0.9804,0.061595798
model_1264,m_1,m_2,m_2,s,0.7077,0.99968606
model_1265,c_10,c_1,m_2,c_2,0.9704,0.09924541
model_1266,c_1,c_12,s,-,0.9765,0.07140053
model_1267,c_4,c_1,c_4,c_9,0.981,0.060862795
model_1268,c_9,c_11,c_8,c_6,0.9797,0.060787182
model_1269,m_1,s,-,-,0.8964,0.4006543
model_1270,c_5,m_1,m_1,c_7,0.9412,0.20761774
model_1271,c_11,c_11,m_1,m_1,0.9726,0.08756582
model_1272,c_1,c_1,m_2,c_6,0.9689,0.09906411
model_1273,c_6,c_8,c_10,c_7,0.9801,0.06256485
model_1274,c_11,c_10,m_3,c_9,0.9756,0.0835916
model_1275,c_9,c_9,c_1,s,0.9772,0.07091956
model_1276,c_4,c_3,m_3,m_2,0.9811,0.06059153
model_1277,c_3,m_1,c_4,m_1,0.9678,0.10876768
model_1278,c_10,c_7,c_5,m_2,0.9819,0.060275
model_1279,c_3,m_2,c_8,m_3,0.9709,0.09861464
model_1280,c_3,c_12,c_3,c_9,0.9802,0.06422772
model_1281,c_6,s,-,-,0.9631,0.12906559
model_1282,c_1,c_2,m_1,c_1,0.9728,0.088583834
model_1283,c_1,c_1,c_6,m_2,0.9813,0.05878201
model_1284,c_3,c_12,c_4,c_12,0.9811,0.06053091
model_1285,c_11,c_10,c_4,c_9,0.9796,0.06289665
model_1286,c_8,c_4,c_4,c_7,0.9806,0.057865717
model_1287,c_1,c_10,c_7,c_2,0.9808,0.05901033
model_1288,c_4,s,-,-,0.9584,0.14299645
model_1289,c_8,c_10,c_1,s,0.9807,0.059578985
model_1290,c_3,c_2,c_4,m_3,0.9768,0.070272446
model_1291,c_3,c_6,m_1,c_1,0.9739,0.08517454
model_1292,c_4,c_2,m_3,c_3,0.9798,0.0665236
model_1293,c_10,c_9,m_1,s,0.9731,0.086109124
model_1294,c_6,m_1,c_10,m_3,0.9678,0.10644325
model_1295,c_10,c_6,c_6,m_2,0.9813,0.058361053
model_1296,c_2,m_1,c_5,s,0.9673,0.10956623
model_1297,c_9,c_12,c_9,c_4,0.9785,0.06449874
model_1298,c_8,c_2,c_3,c_2,0.9807,0.060480304
model_1299,c_5,m_1,c_2,c_10,0.9687,0.10541355
model_1300,c_6,m_2,m_2,c_1,0.9689,0.11339692
model_1301,c_7,c_4,c_6,m_3,0.9799,0.06453217
model_1302,c_1,c_9,c_8,c_3,0.9806,0.05785024
model_1303,c_10,c_11,c_10,c_11,0.9811,0.058721952
model_1304,c_12,m_3,c_11,s,0.9753,0.08634671
model_1305,c_9,c_2,c_8,m_2,0.9798,0.059511825
model_1306,c_3,c_8,c_3,m_1,0.9808,0.06129452
model_1307,c_11,c_1,s,-,0.9761,0.0747213
model_1308,c_7,c_7,c_7,c_7,0.9805,0.060294207
model_1309,c_7,c_10,m_3,c_1,0.975,0.089663014
model_1310,c_9,m_2,c_8,m_3,0.9713,0.09342761
model_1311,c_8,s,-,-,0.9613,0.13357337
model_1312,c_6,c_3,c_11,c_10,0.9804,0.059924137
model_1313,c_5,c_3,c_5,c_6,0.9791,0.06796301
model_1314,c_4,c_9,m_2,c_1,0.9794,0.06677952
model_1315,c_6,c_4,s,-,0.9768,0.072690554
model_1316,c_6,c_12,c_2,c_9,0.9789,0.06327285
model_1317,c_6,m_2,m_2,c_9,0.9674,0.11858539
model_1318,c_4,c_9,m_3,c_5,0.9809,0.062013682
model_1319,c_9,c_7,c_9,c_11,0.9804,0.06071868
model_1320,c_6,c_7,c_10,c_5,0.9797,0.06314159
model_1321,c_4,c_3,c_12,c_5,0.9802,0.06030842
model_1322,c_8,m_1,s,-,0.9492,0.17625956
model_1323,c_9,m_3,c_5,c_2,0.9742,0.086971045
model_1324,c_4,c_12,m_3,c_5,0.9827,0.05931401
model_1325,c_2,m_2,c_6,c_6,0.9679,0.10591524
model_1326,c_12,c_6,c_3,c_3,0.9791,0.06335271
model_1327,c_9,c_7,c_3,c_7,0.9796,0.062085755
model_1328,c_10,c_7,m_3,c_10,0.9733,0.09482656
model_1329,c_9,c_2,c_7,c_7,0.9807,0.058427617
model_1330,c_1,s,-,-,0.9589,0.14358625
model_1331,c_7,m_2,m_2,c_2,0.9382,0.22824362
model_1332,c_6,c_6,c_11,c_10,0.978,0.066029705
model_1333,c_5,c_1,c_11,m_1,0.9802,0.060365256
model_1334,c_2,c_8,c_6,c_9,0.9808,0.06172377
model_1335,c_12,m_3,c_1,c_8,0.9738,0.09117553
model_1336,c_3,c_1,m_2,c_6,0.9718,0.09177592
model_1337,c_10,c_5,c_7,c_1,0.9796,0.0611444
model_1338,c_7,c_1,m_2,c_4,0.9711,0.097369425
model_1339,c_5,c_8,c_11,c_5,0.9802,0.0600163
model_1340,c_6,c_9,c_1,m_2,0.9777,0.06622721
model_1341,c_11,c_8,c_1,c_10,0.9795,0.062770806
model_1342,c_2,m_1,c_1,c_11,0.9677,0.11135716
model_1343,c_4,c_2,c_8,m_3,0.9805,0.059892684
model_1344,c_10,m_2,c_4,s,0.9627,0.12089192
model_1345,c_11,c_6,c_6,s,0.981,0.057207547
model_1346,c_8,c_6,c_2,m_3,0.98,0.06261263
model_1347,c_1,m_2,c_12,c_8,0.9653,0.115229316
model_1348,c_2,c_2,c_11,c_2,0.9809,0.060292568
model_1349,m_1,c_12,m_2,m_1,0.9481,0.17785974
model_1350,c_5,m_3,m_3,c_8,0.761,1.0470812
model_1351,c_3,c_1,c_11,m_2,0.9802,0.059613522
model_1352,c_2,c_2,c_1,c_8,0.9791,0.06254026
model_1353,c_6,c_9,c_5,c_2,0.9785,0.064930126
model_1354,c_10,c_10,c_11,c_7,0.9821,0.059177693
model_1355,c_10,c_12,c_2,c_7,0.9802,0.06040761
model_1356,c_11,c_12,c_1,m_1,0.9784,0.07044036
model_1357,c_7,c_2,c_5,c_7,0.9821,0.061232354
model_1358,c_10,c_1,m_2,m_3,0.9705,0.09863876
model_1359,c_3,c_2,m_3,c_10,0.9804,0.06280044
model_1360,c_12,c_7,c_5,c_8,0.9808,0.0620334
model_1361,c_8,m_2,c_5,c_12,0.9656,0.110699445
model_1362,c_6,c_12,c_3,c_3,0.9789,0.06300106
model_1363,c_4,c_4,c_3,c_11,0.9792,0.061372533
model_1364,c_2,c_10,c_1,c_1,0.9798,0.06027128
model_1365,c_8,c_12,m_3,m_3,0.9818,0.059633665
model_1366,c_6,c_12,c_7,c_12,0.9791,0.06346655
model_1367,c_3,c_4,c_6,c_11,0.9794,0.06046522
model_1368,c_10,c_9,m_2,c_10,0.9785,0.069607385
model_1369,c_12,c_5,m_3,c_5,0.9805,0.06620644
model_1370,c_11,m_1,c_2,c_12,0.9673,0.10926691
model_1371,c_6,c_8,c_7,m_1,0.981,0.060105577
model_1372,c_7,c_7,c_3,c_9,0.9806,0.059598748
model_1373,c_3,c_10,c_5,c_11,0.9793,0.06262065
model_1374,c_6,c_3,c_3,c_7,0.9812,0.059899528
model_1375,c_4,c_11,m_2,c_12,0.9764,0.07697218
model_1376,c_1,m_3,c_6,c_3,0.9575,0.14048027
model_1377,c_7,c_2,c_8,c_5,0.9814,0.059349597
model_1378,c_7,c_1,c_1,c_3,0.9815,0.05931692
model_1379,c_6,c_11,c_12,c_5,0.979,0.0628348
model_1380,c_7,m_3,c_5,c_3,0.955,0.15732838
model_1381,c_2,c_9,c_6,m_3,0.9794,0.06478834
model_1382,c_5,c_10,c_6,c_10,0.9809,0.061318807
model_1383,c_4,c_5,s,-,0.9761,0.076281786
model_1384,c_7,c_10,m_3,c_7,0.9732,0.09098357
model_1385,c_3,c_8,c_3,c_2,0.9795,0.06370527
model_1386,c_10,m_2,c_8,c_9,0.9629,0.12050751
model_1387,c_2,c_5,m_2,c_4,0.9732,0.08790969
model_1388,c_9,c_9,c_9,c_3,0.9786,0.06548875
model_1389,c_6,c_9,c_12,c_5,0.9801,0.062670276
model_1390,c_2,c_10,c_3,c_9,0.9811,0.055672713
model_1391,c_9,c_8,c_7,m_1,0.9819,0.06079227
model_1392,c_5,c_11,m_1,c_11,0.9737,0.08588271
model_1393,m_2,c_3,c_11,c_3,0.9524,0.15961227
model_1394,c_12,c_3,m_2,c_4,0.9765,0.073775604
model_1395,c_3,s,-,-,0.9638,0.12899147
model_1396,c_7,c_3,c_4,c_10,0.9805,0.06075825
model_1397,c_4,c_12,c_4,c_4,0.98,0.064381994
model_1398,c_6,m_1,s,-,0.9525,0.16692208
model_1399,c_3,c_11,c_11,c_3,0.9793,0.0642911
model_1400,c_7,m_3,c_5,c_7,0.9544,0.1534283
model_1401,m_1,c_7,c_12,c_8,0.9578,0.13867632
model_1402,c_3,c_10,c_10,m_1,0.9791,0.06469181
model_1403,c_12,c_7,c_6,c_10,0.9795,0.061615583
model_1404,c_6,c_11,c_8,c_8,0.9797,0.061480816
model_1405,m_2,c_11,c_4,m_1,0.9513,0.16144028
model_1406,c_2,m_1,c_8,c_9,0.968,0.10647163
model_1407,c_8,c_9,c_4,c_9,0.9802,0.05900459
model_1408,c_7,c_6,c_2,m_2,0.9807,0.05900317
model_1409,c_9,c_9,m_1,c_1,0.9735,0.08549303
model_1410,c_5,m_2,c_2,c_7,0.9666,0.111310184
model_1411,c_5,c_1,m_3,m_1,0.9721,0.09312493
model_1412,c_3,c_8,c_1,c_8,0.9777,0.06571635
model_1413,c_5,c_1,c_11,c_12,0.9816,0.057663236
model_1414,c_9,c_5,c_6,c_9,0.9801,0.060763467
model_1415,c_1,c_2,m_2,c_2,0.9751,0.08245304
model_1416,m_3,c_4,c_8,c_12,0.8676,0.3927016
model_1417,c_12,c_6,s,-,0.9777,0.07299524
model_1418,c_9,c_6,m_3,s,0.981,0.066054136
model_1419,c_1,m_2,c_5,m_3,0.9639,0.12131953
model_1420,c_5,c_6,c_1,c_2,0.9802,0.06125753
model_1421,c_6,c_10,c_12,c_2,0.9802,0.060668826
model_1422,c_2,c_9,c_9,s,0.9789,0.067923255
model_1423,m_2,c_7,c_5,c_11,0.9521,0.1555223
model_1424,c_7,c_9,c_7,c_8,0.9796,0.059836175
model_1425,c_11,c_6,m_2,c_2,0.9777,0.07322775
model_1426,c_3,c_11,c_4,m_1,0.9785,0.06389569
model_1427,c_5,c_11,c_9,c_4,0.9801,0.06237149
model_1428,c_9,c_5,m_1,m_3,0.9735,0.09179969
model_1429,c_1,c_6,c_1,m_2,0.9796,0.06246638
model_1430,c_6,m_1,m_3,c_1,0.9613,0.14236407
model_1431,c_8,c_1,s,-,0.9768,0.07422112
model_1432,c_10,c_7,s,-,0.9769,0.0760388
model_1433,c_11,m_2,c_6,c_5,0.9686,0.10492554
model_1434,c_11,c_11,m_3,s,0.981,0.06486649
model_1435,c_8,m_1,c_3,c_2,0.9682,0.10783623
model_1436,c_10,c_12,s,-,0.9784,0.071574606
model_1437,c_11,c_11,c_7,m_3,0.9793,0.0633128
model_1438,c_2,c_9,c_7,m_1,0.9807,0.062355652
model_1439,c_7,c_4,s,-,0.9765,0.07468289
model_1440,c_7,m_3,c_1,c_2,0.9551,0.1554628
model_1441,c_3,c_7,c_2,c_7,0.979,0.062303916
model_1442,c_11,m_3,c_3,c_9,0.969,0.10227173
model_1443,c_4,c_2,c_6,c_12,0.9803,0.060191534
model_1444,c_7,c_10,c_12,c_7,0.9801,0.06122663
model_1445,c_1,c_5,c_7,m_3,0.9809,0.061584514
model_1446,c_8,c_6,c_8,c_7,0.9802,0.06331623
model_1447,c_4,c_5,m_1,c_12,0.9729,0.0910274
model_1448,c_10,c_6,c_8,c_7,0.9799,0.062286466
model_1449,c_3,c_8,m_1,c_1,0.9735,0.08908311
model_1450,c_12,c_3,c_2,c_2,0.979,0.06435563
model_1451,c_7,c_8,c_11,c_2,0.9794,0.064942494
model_1452,c_4,c_8,m_3,s,0.9762,0.07317318
model_1453,m_3,c_2,c_5,s,0.842,0.49806103
model_1454,c_9,c_9,c_12,c_7,0.9811,0.06026005
model_1455,c_1,m_2,c_8,c_1,0.9647,0.118155435
model_1456,c_2,c_3,s,-,0.9777,0.0715079
model_1457,c_2,c_8,c_3,m_3,0.9786,0.0662786
model_1458,c_9,m_2,c_7,c_4,0.9696,0.101582155
model_1459,c_2,c_7,c_12,c_6,0.9794,0.06293994
model_1460,c_10,m_2,s,-,0.948,0.18090208
model_1461,c_3,m_1,c_7,c_9,0.9686,0.105837494
model_1462,c_2,c_1,m_2,c_8,0.9705,0.095798284
model_1463,c_5,c_2,c_5,c_9,0.9797,0.05933613
model_1464,c_9,c_12,c_9,c_11,0.9796,0.061194938
model_1465,c_7,c_10,c_3,m_1,0.98,0.059883095
model_1466,c_10,c_11,c_1,c_10,0.9806,0.06271075
model_1467,c_12,m_1,m_1,c_11,0.9502,0.17835413
model_1468,c_12,c_2,c_7,s,0.9787,0.065571
model_1469,c_3,c_11,c_10,c_11,0.9799,0.06567356
model_1470,c_1,c_5,c_6,c_10,0.9792,0.064281
model_1471,c_11,m_2,m_2,c_10,0.963,0.13926013
model_1472,c_1,m_1,c_8,m_3,0.9683,0.10915587
model_1473,c_5,c_3,m_1,c_9,0.9738,0.085777074
model_1474,c_5,c_7,s,-,0.9771,0.07350419
model_1475,c_10,m_1,c_5,s,0.9663,0.11300588
model_1476,c_7,c_3,c_4,c_1,0.9803,0.059541855
model_1477,c_12,c_1,c_5,c_6,0.9805,0.058275245
model_1478,c_3,m_3,c_10,c_4,0.9723,0.09237271
model_1479,c_10,m_1,s,-,0.9451,0.18713032
model_1480,c_9,c_10,c_8,c_11,0.98,0.05998618
model_1481,c_12,c_3,m_3,c_12,0.9802,0.061961338
model_1482,c_1,c_8,c_5,c_11,0.979,0.06427951
model_1483,c_2,c_6,c_9,c_4,0.9808,0.060487118
model_1484,c_4,c_6,m_1,c_11,0.9749,0.0865223
model_1485,c_7,c_6,m_3,c_12,0.9811,0.060532443
model_1486,c_7,c_1,c_3,c_3,0.9811,0.059130065
model_1487,c_7,c_10,c_10,c_11,0.98,0.060842495
model_1488,c_3,c_3,c_3,m_1,0.9784,0.06483513
model_1489,c_11,c_7,c_4,c_10,0.9792,0.06364325
model_1490,c_1,c_6,s,-,0.9762,0.071903825
model_1491,c_5,c_11,c_11,c_4,0.9794,0.06342187
model_1492,m_3,c_9,c_11,s,0.8721,0.39366898
model_1493,c_6,c_8,c_7,c_2,0.9793,0.06330469
model_1494,c_11,c_7,c_7,s,0.9795,0.06253601
model_1495,c_5,m_3,c_8,c_6,0.9655,0.11332933
model_1496,c_4,c_4,m_2,c_4,0.9703,0.09854527
model_1497,c_5,c_12,c_12,c_12,0.9811,0.05931034
model_1498,c_10,m_1,c_9,c_11,0.9655,0.110870495
model_1499,c_5,c_7,c_3,c_6,0.9799,0.06432005
model_1500,c_8,c_3,c_9,m_2,0.9793,0.061932243
model_1501,c_7,c_10,c_3,c_3,0.9804,0.05986701
model_1502,c_10,c_12,s,-,0.9769,0.072449245
model_1503,m_2,c_9,c_3,s,0.9496,0.16388707
model_1504,c_7,c_11,c_8,c_4,0.9802,0.060891315
model_1505,c_6,c_1,c_1,c_3,0.9795,0.063610345
model_1506,c_11,c_6,c_5,c_8,0.9796,0.063238956
model_1507,c_4,c_7,c_11,m_1,0.9811,0.058796924
model_1508,c_7,m_1,c_10,s,0.9653,0.109463304
model_1509,c_10,c_10,c_10,c_10,0.9798,0.06076517
model_1510,c_7,c_2,m_2,c_1,0.9732,0.08803502
model_1511,c_10,m_2,c_4,c_11,0.9624,0.12263613
model_1512,c_7,c_10,s,-,0.9758,0.07674749
model_1513,c_7,c_6,c_11,m_2,0.9805,0.059628427
model_1514,c_6,c_8,c_6,s,0.979,0.06398562
model_1515,c_12,c_12,c_3,m_3,0.9806,0.05921581
model_1516,c_3,c_8,s,-,0.9759,0.0765859
model_1517,c_2,c_6,c_5,c_11,0.9816,0.062198777
model_1518,c_12,m_3,c_8,c_6,0.974,0.08863574
model_1519,c_6,m_3,c_9,m_2,0.9751,0.08623993
model_1520,c_9,c_7,s,-,0.9766,0.07252472
model_1521,c_5,c_6,c_3,c_8,0.9804,0.06085931
model_1522,c_9,c_5,c_2,m_1,0.9786,0.06631265
model_1523,c_12,m_2,c_1,c_1,0.9704,0.09958682
model_1524,c_3,c_4,c_9,c_6,0.9786,0.06619497
model_1525,c_4,c_5,c_10,c_11,0.9799,0.06132451
model_1526,c_5,m_3,c_4,c_5,0.9614,0.13213404
model_1527,c_6,c_7,c_2,c_1,0.9812,0.060457718
model_1528,c_7,c_8,c_11,c_2,0.9802,0.060548585
model_1529,c_1,c_9,m_1,c_9,0.9745,0.08326685
model_1530,c_1,c_4,m_1,c_3,0.9723,0.09428562
model_1531,c_8,m_3,c_9,c_12,0.9709,0.09812579
model_1532,c_5,m_2,c_3,c_10,0.9671,0.10624687
model_1533,c_10,c_10,c_3,c_2,0.9813,0.0574133
model_1534,c_12,c_2,c_12,m_2,0.9802,0.060387477
model_1535,c_6,c_9,c_2,c_8,0.9792,0.06402405
model_1536,c_10,m_1,c_4,c_11,0.9644,0.11565216
model_1537,c_2,c_12,c_1,m_2,0.9798,0.062227063
model_1538,c_6,c_5,s,-,0.9766,0.076352805
model_1539,c_1,c_9,c_9,c_4,0.9793,0.06423683
model_1540,c_10,c_5,c_10,c_6,0.9806,0.059203934
model_1541,c_2,m_2,m_2,c_9,0.9626,0.14485374
model_1542,m_3,c_2,c_8,m_2,0.8708,0.3929348
model_1543,c_2,m_1,c_11,c_9,0.9691,0.105549574
model_1544,c_12,c_7,c_1,c_3,0.9795,0.062175352
model_1545,c_8,c_6,c_10,c_4,0.9804,0.06059471
model_1546,c_4,c_4,c_2,c_10,0.9805,0.05898783
model_1547,c_10,s,-,-,0.9569,0.14598967
model_1548,m_1,c_3,m_2,s,0.9336,0.22195247
model_1549,c_10,c_8,c_11,c_9,0.9812,0.05801776
model_1550,c_2,c_2,c_2,c_2,0.9787,0.06430438
model_1551,c_11,c_9,c_2,c_11,0.9801,0.05990994
model_1552,c_6,c_6,c_5,c_4,0.9777,0.0679675
model_1553,c_2,c_6,c_1,c_12,0.9796,0.061782535
model_1554,c_7,c_12,c_4,c_2,0.9808,0.059587926
model_1555,c_3,c_11,c_6,m_2,0.9788,0.06525994
model_1556,c_2,m_2,c_11,c_7,0.9687,0.104086176
model_1557,c_2,c_11,c_1,m_1,0.9817,0.05971712
model_1558,c_4,c_5,c_6,c_5,0.9804,0.05940316
model_1559,c_7,m_2,c_6,c_4,0.9643,0.11689243
model_1560,c_6,c_8,c_1,c_7,0.9806,0.06349257
model_1561,c_3,c_3,c_1,c_1,0.9789,0.06657971
model_1562,c_2,c_8,m_3,c_4,0.9807,0.06647137
model_1563,c_12,c_3,c_6,c_6,0.9783,0.066199
model_1564,c_12,c_11,m_3,c_4,0.9799,0.06859865
model_1565,c_2,c_8,c_12,c_5,0.9802,0.062010348
model_1566,c_11,c_4,c_4,s,0.9792,0.061011273
model_1567,c_7,c_12,s,-,0.9767,0.07346752
model_1568,c_11,c_9,m_3,c_9,0.9822,0.05674771
model_1569,c_5,c_11,c_12,c_2,0.9813,0.06003616
model_1570,c_4,c_7,m_1,c_4,0.9718,0.09290362
model_1571,c_5,m_2,m_3,m_1,0.929,0.2831033
model_1572,c_2,c_1,c_10,c_8,0.9818,0.059517503
model_1573,c_1,c_3,c_6,c_3,0.9804,0.056933537
model_1574,c_8,c_3,c_7,c_4,0.9801,0.060111612
model_1575,c_1,c_6,c_7,s,0.9801,0.060518574
model_1576,c_6,c_5,c_5,c_5,0.9789,0.06509986
model_1577,c_6,c_8,m_2,c_8,0.974,0.08472196
model_1578,c_4,c_6,m_2,c_8,0.9785,0.06858904
model_1579,c_2,c_6,c_7,c_2,0.981,0.060626227
model_1580,c_10,m_2,c_8,c_4,0.9633,0.11901236
model_1581,c_7,m_3,c_6,m_2,0.9552,0.15919858
model_1582,c_5,m_3,c_1,c_3,0.9687,0.106106915
model_1583,c_10,m_3,m_3,s,0.6107,1.5085288
model_1584,c_5,c_9,c_8,m_1,0.9796,0.06438021
model_1585,c_10,c_5,c_9,c_7,0.9799,0.060814966
model_1586,c_8,m_3,c_12,c_4,0.9715,0.09778714
model_1587,c_1,c_2,c_5,c_10,0.9809,0.05807766
model_1588,c_2,c_2,c_10,c_8,0.9806,0.060171526
model_1589,c_12,c_6,s,-,0.9768,0.07466102
model_1590,c_9,c_4,c_6,c_4,0.9786,0.0612897
model_1591,c_4,c_10,c_4,c_6,0.9808,0.0586778
model_1592,c_3,m_2,c_8,c_9,0.9685,0.10287824
model_1593,m_2,m_2,c_4,c_6,0.7124,0.87268424
model_1594,c_1,c_1,c_11,c_6,0.9804,0.058347
model_1595,c_6,m_1,c_5,c_3,0.9694,0.10502276
model_1596,c_2,c_9,c_5,c_9,0.9792,0.061832912
model_1597,c_2,c_6,c_10,m_1,0.9809,0.06033196
model_1598,c_3,c_4,c_8,m_3,0.9792,0.06397098
