Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_2327,c_4,m_2,m_3,m_2,0.661,1.0317716403961181
model_2328,c_9,c_7,c_11,c_9,0.7389,0.7813372555732727
model_2329,c_9,c_5,c_5,s,0.7168,0.8436043810844421
model_2330,c_4,c_4,c_10,c_1,0.7171,0.8485750575065613
model_2331,c_3,c_11,c_4,c_9,0.7367,0.7889971220970153
model_2332,c_4,c_12,c_1,c_12,0.7421,0.800640576171875
model_2333,c_10,m_2,c_2,c_8,0.7712,0.7114871797561646
model_2334,c_5,c_6,c_5,c_11,0.6864,0.9855867605209351
model_2335,c_4,m_2,c_11,c_9,0.7637,0.7181956324100495
model_2336,c_12,c_11,c_11,c_7,0.7033,0.9037507820129395
model_2337,c_3,c_9,c_4,c_6,0.7358,0.797989093875885
model_2338,c_9,m_1,c_4,m_3,0.715,0.8431221283912659
model_2339,c_7,c_11,c_7,c_6,0.7533,0.7314915191650391
model_2340,c_4,c_6,c_11,c_6,0.7413,0.7748755819320678
model_2341,c_10,c_12,c_2,c_10,0.7299,0.7823352746009826
model_2342,m_3,c_1,c_11,c_9,0.7053,0.8790672395706177
model_2343,c_12,c_1,c_11,c_11,0.7449,0.7828434876441955
model_2344,m_2,m_2,c_1,c_9,0.6466,1.00249014377594
model_2345,c_12,m_1,c_11,c_10,0.7741,0.6712363614082336
model_2346,m_2,m_2,c_11,m_2,0.6396,1.0888660064697266
model_2347,m_2,m_2,c_11,c_4,0.647,1.0109134519577025
model_2348,c_2,m_2,c_8,c_10,0.7374,0.7919280000686646
model_2349,c_4,c_4,c_11,c_9,0.7352,0.7964729901313782
model_2350,m_2,c_6,c_5,m_2,0.6909,0.88049834690094
model_2351,c_6,c_4,c_3,c_8,0.698,0.9291093351364136
model_2352,c_4,m_2,c_2,c_6,0.749,0.7663308095932007
model_2353,m_1,m_3,c_10,c_2,0.6175,1.0935887929916381
model_2354,c_4,c_3,c_8,c_5,0.7166,0.836101726436615
model_2355,c_1,c_12,c_11,c_10,0.7405,0.7949938063621521
model_2356,c_10,c_7,c_11,c_1,0.7479,0.7624886142730712
model_2357,c_9,c_11,s,-,0.7312,0.8016489210128784
model_2358,c_2,c_11,c_6,c_9,0.7613,0.7298525334358216
model_2359,c_3,c_9,m_2,c_12,0.7583,0.7196118396759034
model_2360,c_9,c_9,c_4,c_9,0.7451,0.7825413918495179
model_2361,c_12,c_3,c_2,c_4,0.742,0.7682629934310913
model_2362,c_12,m_1,c_4,c_4,0.731,0.7911309407234192
model_2363,c_4,c_3,c_12,s,0.7379,0.820732963514328
model_2364,c_10,c_8,c_9,c_8,0.7366,0.772257153224945
model_2365,m_1,m_3,c_12,c_11,0.6663,0.9494717945098877
model_2366,c_3,c_5,c_1,c_9,0.7138,0.8914519209861755
model_2367,m_2,c_1,m_3,s,0.6003,1.1170095546722412
model_2368,m_2,m_3,m_3,c_3,0.4229,1.6065966903686524
model_2369,c_4,m_1,c_2,m_3,0.6932,0.8635578105926514
model_2370,c_7,c_5,m_3,c_8,0.7352,0.7769285590171814
model_2371,c_7,c_10,c_6,c_9,0.7373,0.8034160969734192
model_2372,c_4,c_4,c_3,c_9,0.7398,0.7689141707420349
model_2373,c_9,c_9,c_12,m_2,0.7186,0.8920078762054443
model_2374,c_3,m_3,c_6,c_1,0.7274,0.8237050163269043
model_2375,m_3,c_10,c_1,m_2,0.6858,0.9026356575965881
model_2376,c_6,m_2,c_8,c_3,0.7398,0.7941386833190918
model_2377,c_5,s,-,-,0.6514,1.0270705426216125
model_2378,c_5,c_4,c_1,c_9,0.7191,0.8648114826202392
model_2379,c_1,c_12,m_3,c_9,0.7957,0.6192516955852508
model_2380,c_11,c_1,c_11,c_1,0.7184,0.8182329045295715
model_2381,c_4,c_10,c_11,c_1,0.7413,0.8098382887840271
model_2382,c_8,c_10,c_10,c_10,0.7181,0.8278327168464661
model_2383,m_2,m_2,c_2,c_9,0.6724,0.9252409014701843
model_2384,c_1,c_6,c_5,c_11,0.7272,0.8088156624794006
model_2385,c_10,m_2,c_7,c_10,0.7426,0.7780208464622498
model_2386,c_12,c_8,c_11,c_9,0.7502,0.7459849781036377
model_2387,c_4,m_2,c_11,c_8,0.7672,0.7152007661342621
model_2388,c_6,c_7,m_3,c_8,0.7418,0.7559022291183471
model_2389,c_5,c_12,m_3,c_8,0.7743,0.665770349407196
model_2390,c_9,m_2,c_7,c_9,0.7684,0.6971791177749633
model_2391,m_3,m_2,c_5,c_12,0.6338,1.0370283275604248
model_2392,c_9,c_5,c_11,s,0.7294,0.8069607670783997
model_2393,c_4,c_2,c_2,s,0.7018,0.8710083953857422
model_2394,c_3,m_2,c_11,c_2,0.7505,0.7512846986770629
model_2395,c_11,c_6,c_11,c_8,0.7251,0.8117108148574829
model_2396,m_2,m_3,c_7,m_2,0.5608,1.2614107080459596
model_2397,m_1,c_7,c_12,c_2,0.6865,0.9830821773529053
model_2398,c_4,c_4,c_1,c_9,0.7108,0.839728587436676
model_2399,c_2,c_11,c_11,c_9,0.7647,0.7684728676319122
model_2400,c_12,m_2,m_3,c_11,0.7316,0.7839970965385437
model_2401,c_11,c_1,m_3,c_7,0.7336,0.7722452518463134
model_2402,c_4,m_2,c_9,c_12,0.7554,0.7472298272132873
model_2403,m_1,m_2,c_11,m_1,0.6632,1.0388630575180053
model_2404,c_8,m_2,c_10,c_11,0.7551,0.7404574216842651
model_2405,c_11,c_6,c_6,c_10,0.6932,1.0579469276428222
model_2406,c_4,m_2,c_7,c_9,0.7177,0.8475528059005737
model_2407,c_8,m_3,s,-,0.7162,0.8198607384681702
model_2408,c_4,m_2,c_6,m_2,0.7472,0.7496518467903137
model_2409,m_3,c_9,m_2,c_3,0.6924,0.8785636088371277
model_2410,c_3,c_1,c_11,m_3,0.7357,0.7773962341308593
model_2411,c_8,c_10,c_12,c_9,0.7509,0.7445758673191071
model_2412,c_8,c_2,c_11,m_3,0.726,0.802556557559967
model_2413,c_4,c_10,m_1,c_10,0.7057,0.8842939777374268
model_2414,c_9,c_9,c_7,m_1,0.7375,0.7811414486885071
model_2415,c_1,m_2,c_4,c_12,0.7266,0.8096977237701416
model_2416,c_4,c_6,c_4,c_9,0.7332,0.801351167678833
model_2417,c_1,m_2,c_1,c_5,0.7141,0.8903081907272339
model_2418,m_1,c_10,c_5,c_7,0.6548,1.0190284163475036
model_2419,c_5,c_12,c_3,m_2,0.7052,0.8689376155853271
model_2420,c_8,c_11,c_9,c_9,0.7533,0.7646778326034546
model_2421,c_7,c_2,c_11,c_6,0.7119,0.8446664566993713
model_2422,c_1,m_2,c_12,c_1,0.7175,0.824939197921753
model_2423,c_3,c_10,c_8,c_10,0.7306,0.8211585461616516
model_2424,c_7,c_5,c_1,c_9,0.7482,0.7839725228309631
model_2425,m_3,c_3,c_11,c_5,0.7154,0.8590612036705018
model_2426,c_2,c_8,c_12,s,0.72,0.8483139434814453
model_2427,c_6,c_7,m_3,c_11,0.7362,0.7687834488868713
model_2428,c_2,m_2,c_11,m_2,0.7233,0.7999797374725341
model_2429,c_3,c_7,s,-,0.6977,0.8777197968482972
model_2430,c_11,m_2,c_2,c_3,0.7614,0.7131373141288757
model_2431,c_6,c_8,c_3,c_5,0.6987,0.87783677110672
model_2432,m_2,c_10,m_2,c_9,0.7119,0.8861149162292481
model_2433,m_3,c_3,c_11,c_9,0.7251,0.8719144057273864
model_2434,c_2,m_1,m_2,c_4,0.6953,0.8786674039840698
model_2435,c_4,c_10,c_3,c_9,0.7131,0.8697343964576721
model_2436,m_1,c_6,c_3,c_1,0.6452,1.0322841278076171
model_2437,m_2,c_1,c_2,c_9,0.6659,1.0236999884605407
model_2438,c_2,c_5,c_11,c_9,0.7395,0.7976568909645081
model_2439,c_1,m_1,c_1,c_8,0.7093,0.8464989363670349
model_2440,c_8,c_6,m_1,c_9,0.7394,0.7591651211738586
model_2441,m_3,c_1,s,-,0.6507,0.9778717611312866
model_2442,c_4,c_5,m_1,c_2,0.7213,0.8409946791648865
model_2443,c_4,c_3,c_11,c_9,0.7166,0.8342897205352783
model_2444,c_4,m_2,c_9,m_3,0.7258,0.8068953460693359
model_2445,c_10,c_12,c_1,c_4,0.7324,0.7911563461303711
model_2446,c_8,m_2,c_11,c_4,0.7681,0.695572348499298
model_2447,c_4,c_1,c_7,m_3,0.7236,0.8063418561935425
model_2448,c_10,m_2,c_11,c_12,0.753,0.7515736440658569
model_2449,c_6,m_3,c_11,m_1,0.747,0.7498521760940552
model_2450,c_11,c_2,m_2,c_10,0.7443,0.759679623222351
model_2451,c_12,c_4,c_10,c_1,0.7281,0.8127047817230224
model_2452,c_6,c_2,c_2,c_6,0.7266,0.8427050827026367
model_2453,c_5,m_2,c_12,c_2,0.7773,0.7156611149311065
model_2454,c_11,m_2,c_10,c_2,0.751,0.7478924625396729
model_2455,c_5,m_3,m_3,c_10,0.7117,0.8565738730430603
model_2456,c_5,m_2,c_9,c_8,0.7529,0.7733851249694824
model_2457,c_4,c_11,m_3,c_3,0.7555,0.7144311393737793
model_2458,c_4,m_3,c_5,m_2,0.7158,0.8146185532569885
model_2459,m_2,c_10,c_12,c_11,0.7362,0.9971307913780212
model_2460,m_3,c_2,c_8,c_11,0.6781,0.9730855347633361
model_2461,m_3,c_7,c_4,m_1,0.6398,1.001078029346466
model_2462,c_9,c_10,c_11,c_9,0.7277,0.9166948682308197
model_2463,c_9,c_7,c_11,c_8,0.7155,0.8672281801223755
model_2464,c_1,c_4,c_11,c_12,0.6963,0.9769100408554077
model_2465,m_1,c_2,c_11,c_11,0.664,1.0089342604637146
model_2466,c_7,c_8,c_7,c_6,0.7466,0.7744791752815247
model_2467,m_3,m_2,c_11,c_5,0.5848,1.1758844596862792
model_2468,c_6,c_12,c_6,m_2,0.7047,0.8562397200584412
model_2469,c_10,m_3,c_5,c_2,0.7544,0.7481052681922913
model_2470,c_5,c_8,c_2,c_9,0.7251,0.8192687698364258
model_2471,c_3,c_8,c_5,c_6,0.7136,0.8487449599266053
model_2472,c_4,m_2,c_2,c_5,0.7178,0.826477909374237
model_2473,m_1,m_2,c_7,c_9,0.6866,0.9069425086021423
model_2474,c_5,m_3,s,-,0.6958,0.8757794499397278
model_2475,c_3,c_7,m_2,c_12,0.7501,0.7379615726470947
model_2476,c_4,m_2,c_5,m_1,0.7238,0.81122902469635
model_2477,c_4,c_10,c_2,m_1,0.7092,0.850099227142334
model_2478,c_4,c_4,c_5,c_4,0.7116,0.8531568461418152
model_2479,c_4,c_12,m_1,m_2,0.7405,0.7482898205757141
model_2480,c_7,c_6,c_3,c_9,0.71,0.8829409353256226
model_2481,c_9,m_3,c_6,s,0.7581,0.711919234085083
model_2482,c_4,c_7,m_2,c_6,0.7235,0.8013008096694946
model_2483,m_1,c_11,c_12,c_5,0.7189,0.8608924629211426
model_2484,c_3,m_2,c_11,m_2,0.6928,0.8897742586135864
model_2485,c_11,m_2,c_11,c_2,0.747,0.7674787118911743
model_2486,c_5,m_2,c_2,c_8,0.7189,0.8329976134300232
model_2487,c_12,c_4,c_6,c_9,0.7364,0.7898809831619262
model_2488,c_4,c_3,c_2,c_9,0.7189,0.8430240975379943
model_2489,c_12,m_2,m_3,c_10,0.7404,0.7587226055145264
model_2490,c_11,m_1,c_2,c_6,0.752,0.7857380750656128
model_2491,c_7,c_12,c_10,c_5,0.756,0.7224507637023926
model_2492,m_1,c_6,c_6,c_9,0.7296,0.8619990505218506
model_2493,c_12,c_6,c_8,m_3,0.7284,0.7834249871253968
model_2494,c_1,c_6,c_11,c_10,0.7209,0.8276658648490905
model_2495,c_7,m_2,c_11,m_2,0.7409,0.7533083742141724
model_2496,m_1,c_4,c_10,c_4,0.6643,0.9805639795303345
model_2497,c_10,c_2,s,-,0.7085,0.8586622749328613
model_2498,c_8,c_12,c_11,c_9,0.7552,0.7453124254226685
model_2499,m_3,m_2,c_12,c_9,0.6658,0.9713603556632996
model_2500,c_10,c_10,c_8,c_10,0.6882,0.9942699550628662
model_2501,c_4,m_2,c_5,c_9,0.7615,0.7223847047328948
model_2502,c_4,c_1,c_7,c_9,0.7029,0.9356065731048584
model_2503,m_3,c_2,c_12,c_8,0.6942,0.910151065158844
model_2504,c_8,c_1,c_12,c_8,0.7492,0.7566548973083496
model_2505,c_3,c_1,c_11,c_5,0.7074,0.8688292356491089
model_2506,c_11,c_7,c_6,m_1,0.7015,0.8773853524208068
model_2507,c_9,m_2,m_2,m_3,0.6985,0.920555125427246
model_2508,c_1,m_2,c_11,c_5,0.7358,0.7762613581657409
model_2509,c_3,c_9,c_12,c_6,0.7631,0.7320625148773193
model_2510,m_3,m_1,c_2,c_5,0.6128,1.0827917444229127
model_2511,c_11,c_10,c_1,c_7,0.7369,0.8191813969612122
model_2512,m_2,c_10,c_11,c_11,0.7192,0.9721700584411621
model_2513,c_4,c_3,c_12,m_1,0.7242,0.8221655951499939
model_2514,c_9,c_9,m_3,c_5,0.7246,0.7735721876144409
model_2515,c_11,c_5,c_7,c_10,0.7375,0.7965180542945862
model_2516,c_8,c_8,c_8,m_1,0.7183,0.8552909395217896
model_2517,c_4,c_6,c_11,c_12,0.7396,0.7950318403244019
model_2518,c_8,m_2,m_2,c_5,0.7207,0.8090243608474731
model_2519,m_2,c_11,c_4,c_12,0.6962,0.9986419516563415
model_2520,c_2,m_3,c_2,c_9,0.7223,0.8134933850288392
model_2521,c_12,m_3,c_6,c_9,0.7778,0.675562949180603
model_2522,c_4,m_1,c_10,c_4,0.7187,0.8226943264961243
model_2523,c_2,c_8,c_11,m_1,0.7263,0.8716893670082092
model_2524,c_6,c_4,c_9,c_3,0.7532,0.7594995714187622
model_2525,c_7,c_3,m_3,c_7,0.7327,0.7737518474578857
model_2526,c_1,c_11,c_10,c_9,0.7326,0.8025154001235962
model_2527,c_9,c_4,c_12,c_9,0.741,0.7960508241653442
model_2528,c_4,c_7,c_2,c_5,0.7233,0.8095268640518188
model_2529,c_4,c_11,c_10,c_2,0.7367,0.7792416689872742
model_2530,c_2,m_2,m_2,c_3,0.7068,0.8551417340278625
model_2531,c_4,m_1,c_1,c_10,0.7028,0.8646533848762512
model_2532,c_4,c_4,c_9,c_9,0.7414,0.7999837312698365
model_2533,c_4,c_6,m_1,c_12,0.7418,0.7721329346656799
model_2534,c_4,m_2,c_10,c_5,0.7274,0.8280700270652771
model_2535,m_3,c_10,c_8,c_1,0.6601,1.0080900121688843
model_2536,m_1,c_8,c_11,c_5,0.7076,0.9267251027584076
model_2537,c_11,c_8,c_11,c_4,0.7202,0.8249975865364074
model_2538,c_1,c_8,m_3,m_2,0.7431,0.761827444934845
model_2539,m_1,c_11,c_2,c_9,0.6852,0.9197835346221924
model_2540,c_2,c_2,c_11,m_2,0.7287,0.8007486347198486
model_2541,c_4,c_10,c_5,c_5,0.7111,0.8554661113739014
model_2542,c_4,c_12,s,-,0.7089,0.8469650299072266
model_2543,c_3,m_2,c_11,c_5,0.7506,0.750067025566101
model_2544,c_10,c_8,c_7,m_1,0.7119,0.8399481424331665
model_2545,c_11,c_11,m_2,c_2,0.7562,0.728182532787323
model_2546,c_4,m_2,c_4,c_6,0.7416,0.7877945918083191
model_2547,c_11,c_10,c_4,c_12,0.7001,0.90169828414917
model_2548,c_8,c_6,c_10,c_9,0.7287,0.820221837902069
model_2549,c_5,m_2,m_1,c_3,0.7209,0.8206795612335205
model_2550,c_5,m_3,c_4,m_2,0.7116,0.8309277270317078
model_2551,c_4,c_9,c_3,m_2,0.716,0.8200068111419678
model_2552,c_4,c_5,c_11,m_1,0.7145,0.845174830532074
model_2553,c_8,c_6,c_12,m_3,0.756,0.7668082887649537
model_2554,c_4,c_1,c_5,c_12,0.7112,0.8716640700340271
model_2555,c_4,c_7,m_1,c_9,0.7362,0.7702087224006653
model_2556,c_8,c_10,c_11,c_9,0.7475,0.7488637207984924
model_2557,c_6,m_1,c_9,c_8,0.7739,0.6898464371681213
model_2558,c_4,m_2,s,-,0.715,0.8527851627349854
model_2559,c_4,c_9,c_7,c_10,0.7404,0.7704428534507751
model_2560,c_9,c_7,c_8,c_12,0.7643,0.713036008644104
model_2561,c_1,m_2,c_1,m_1,0.6735,0.9253638220787048
model_2562,c_9,c_6,c_1,c_2,0.7472,0.7518041744232178
model_2563,c_4,c_3,m_2,c_9,0.7436,0.743452686214447
model_2564,c_12,c_12,c_2,c_4,0.7585,0.7375383138656616
model_2565,c_4,c_11,c_11,c_5,0.7394,0.8258375646591186
model_2566,m_1,c_2,m_2,m_1,0.6137,1.1057701728820801
model_2567,c_1,c_3,c_4,c_3,0.6929,0.8947114279747009
model_2568,c_4,c_9,c_10,c_7,0.717,0.8401841051101685
model_2569,c_8,m_1,c_4,c_1,0.7157,0.8534928114891053
model_2570,c_7,c_8,m_2,c_9,0.7614,0.7019170216560364
model_2571,c_11,c_1,c_3,c_9,0.7322,0.8070218342781067
model_2572,m_2,c_9,c_6,c_3,0.7031,0.8895736709594727
model_2573,c_2,c_7,c_11,c_2,0.7291,0.8377862427711487
model_2574,c_8,c_3,c_3,c_11,0.7181,0.8295815393447876
model_2575,c_7,c_10,c_12,c_9,0.7559,0.832351741027832
model_2576,m_2,c_5,s,-,0.6774,0.940622292137146
model_2577,c_9,m_1,c_1,s,0.6746,0.9429455213546752
model_2578,m_1,m_2,s,-,0.656,1.005549852657318
model_2579,c_4,c_1,c_11,c_10,0.6988,0.8930842220306396
model_2580,c_2,c_3,c_11,c_1,0.6984,0.8769007201194763
model_2581,c_4,c_2,c_11,c_8,0.7569,0.7455868685722351
model_2582,c_11,c_2,c_1,c_3,0.7103,0.8854197195053101
model_2583,c_6,m_1,c_12,c_4,0.7211,0.8378944659233093
model_2584,c_11,m_2,c_1,c_9,0.75,0.7453740634918213
model_2585,c_2,c_3,m_3,c_10,0.7176,0.8152504441261291
model_2586,m_3,m_2,c_5,m_3,0.5625,1.2529590436935425
model_2587,c_5,c_10,c_11,c_9,0.7271,0.8128610630989075
model_2588,c_4,m_2,c_11,c_11,0.7641,0.724897198677063
model_2589,c_4,c_6,s,-,0.7034,0.8629876844406128
model_2590,c_7,c_12,m_2,c_6,0.7713,0.6783674560546875
model_2591,c_11,c_1,c_8,c_1,0.7285,0.7831007326126098
model_2592,m_1,m_2,c_11,c_9,0.6554,0.9859761840820312
model_2593,m_2,c_5,c_1,c_6,0.6983,0.9370941033363342
model_2594,c_12,c_5,c_8,c_9,0.7452,0.7947087792396546
model_2595,c_9,m_1,c_10,c_10,0.7472,0.7708327796936035
model_2596,c_10,m_2,c_10,c_11,0.747,0.7635338936805726
model_2597,c_8,c_8,c_6,m_3,0.7423,0.7716606539726257
model_2598,c_11,c_12,c_5,c_6,0.7451,0.78838143825531
model_2599,c_4,m_3,c_10,c_9,0.729,0.8077574338912964
model_2600,c_4,m_3,c_9,c_7,0.7064,0.8888776249885559
model_2601,c_3,c_8,c_11,c_5,0.6985,0.8799430652618409
model_2602,m_2,c_2,m_1,m_2,0.6425,1.0490984113693238
model_2603,c_1,c_4,c_11,c_2,0.7193,0.8338553508758545
model_2604,c_2,c_7,m_1,m_3,0.7023,0.8683032342910767
model_2605,c_8,c_8,m_2,c_4,0.7086,0.8396075623512268
model_2606,c_11,m_2,c_9,c_7,0.7604,0.7278703256607055
model_2607,c_4,c_9,c_11,c_2,0.7479,0.746916330909729
model_2608,c_2,c_4,c_4,c_9,0.7187,0.8407646058082581
model_2609,c_9,c_7,c_6,c_10,0.7363,0.9677383546829224
model_2610,c_4,c_12,c_11,c_9,0.7188,0.8323841012954712
model_2611,c_4,c_7,c_5,c_1,0.7047,0.8613262229919434
model_2612,c_2,c_4,c_1,c_1,0.7129,0.850129859828949
model_2613,c_6,m_2,c_2,c_12,0.7697,0.7260213436126709
model_2614,c_11,c_9,c_6,c_1,0.7184,0.8244093674659729
model_2615,c_12,c_7,c_5,c_12,0.7283,0.8107159630775451
model_2616,c_4,c_3,c_6,m_2,0.7236,0.8161411039352418
model_2617,c_3,c_8,c_3,c_9,0.7287,0.8270400107383729
model_2618,c_6,c_4,c_11,s,0.6712,1.010609939289093
model_2619,c_10,c_10,c_7,c_9,0.7334,0.7853187931060791
model_2620,c_4,m_3,c_4,c_9,0.7498,0.7594391368865967
model_2621,c_4,c_6,c_11,c_11,0.743,0.7726930162429809
model_2622,c_3,m_2,c_11,c_7,0.741,0.7570879049301148
model_2623,c_8,c_4,m_2,m_2,0.7202,0.8137286398887634
model_2624,c_4,c_2,s,-,0.6714,0.9825145016670227
model_2625,c_8,m_2,m_3,c_2,0.7272,0.7890577686309814
model_2626,c_8,c_2,c_11,s,0.7095,0.9124014627456665
model_2627,c_4,c_12,m_2,c_1,0.7249,0.7954063851356507
model_2628,c_4,c_3,c_11,c_8,0.7494,0.7368897965431214
model_2629,c_6,c_10,m_2,c_12,0.7583,0.709585249710083
model_2630,c_9,c_6,c_1,c_6,0.725,0.8186496968269348
model_2631,c_7,m_3,m_1,c_9,0.7111,0.8256011227607727
model_2632,c_4,m_2,c_11,c_3,0.7311,0.8550347641944885
model_2633,c_8,c_6,c_2,m_2,0.708,0.866560560131073
model_2634,c_2,c_2,c_5,c_8,0.7242,0.8359926438331604
model_2635,c_4,c_1,c_10,c_9,0.6938,0.890837348651886
model_2636,c_4,c_8,c_11,c_4,0.7452,0.798235419178009
model_2637,c_4,m_3,m_2,c_12,0.7311,0.8042213485717773
model_2638,m_2,m_2,c_11,c_9,0.6912,0.9088574241638183
model_2639,c_4,c_12,c_11,c_10,0.7244,0.837916737651825
model_2640,c_4,m_2,m_1,m_2,0.6961,0.9347117069244385
model_2641,m_2,c_7,c_8,c_9,0.7019,1.00315494556427
model_2642,c_1,c_10,m_2,c_9,0.7519,0.7611276270866394
model_2643,c_12,c_11,c_7,c_11,0.7143,0.9275516406059265
model_2644,c_2,c_8,c_2,c_12,0.6233,1.256210063934326
model_2645,m_2,c_1,c_7,c_2,0.6614,1.041931980419159
model_2646,c_1,m_2,c_9,c_10,0.7435,0.7801565564155578
model_2647,m_3,c_9,m_1,c_5,0.6782,0.9232961431503296
model_2648,c_4,m_2,c_11,c_7,0.7505,0.7590838455200195
model_2649,c_5,m_2,c_11,c_9,0.7239,0.8194359764099121
model_2650,c_9,c_12,m_3,c_1,0.762,0.7187598087310791
model_2651,c_4,m_2,c_10,c_9,0.7369,0.7941793479919433
model_2652,c_10,c_9,c_4,c_10,0.7378,0.775735142326355
model_2653,c_7,m_2,c_5,m_3,0.7237,0.7866476244926452
model_2654,c_8,c_7,m_1,c_5,0.7252,0.8177462861061097
model_2655,c_4,m_3,c_12,c_5,0.7599,0.710656740474701
model_2656,m_2,c_10,c_11,c_7,0.6971,0.963468768978119
model_2657,m_1,c_6,c_11,c_7,0.7177,0.8696998371124267
model_2658,m_1,m_2,c_7,c_2,0.6779,0.9317204433441162
model_2659,c_4,c_12,c_11,c_12,0.7551,0.7689886940002442
model_2660,c_4,c_9,c_11,m_2,0.7269,0.8070875197410583
model_2661,c_4,m_2,c_2,c_4,0.7397,0.7621747821807862
model_2662,c_8,m_2,c_11,c_8,0.766,0.7780564744472503
model_2663,c_10,c_5,c_7,c_8,0.7114,0.8680429703712463
model_2664,m_1,c_3,c_10,c_1,0.681,0.9446610087394715
model_2665,c_4,m_3,m_3,c_3,0.6875,0.9159454447746277
model_2666,c_4,m_2,c_2,c_9,0.7612,0.743971572303772
model_2667,c_8,m_2,c_11,c_2,0.748,0.7562376417160034
model_2668,c_4,c_3,c_11,m_3,0.7426,0.7661842493057252
model_2669,c_12,c_4,m_3,c_9,0.768,0.6887519879341125
model_2670,c_12,m_3,c_11,c_12,0.796,0.6214662475109101
model_2671,c_1,m_2,m_3,m_1,0.6414,1.0674719902038574
model_2672,c_4,m_2,m_2,c_6,0.7252,0.8192693569183349
model_2673,c_5,c_8,c_1,c_4,0.7243,0.8074013847351075
model_2674,c_4,c_8,c_8,m_1,0.7265,0.8324521920204163
model_2675,m_3,c_3,m_1,c_4,0.6901,0.9068548975944519
model_2676,c_9,c_7,m_2,c_12,0.7556,0.7140542798042298
model_2677,c_8,c_5,c_10,c_12,0.7244,0.8213496278762817
model_2678,c_1,c_9,c_11,s,0.7431,0.7542132151603699
model_2679,c_4,m_2,c_8,c_3,0.7027,0.9955764509201049
model_2680,m_2,c_8,m_2,c_11,0.6957,0.9073095422744751
model_2681,c_10,c_2,c_1,c_1,0.7144,0.8244098161697387
model_2682,c_4,m_1,c_10,c_9,0.717,0.8817294826507568
model_2683,m_2,c_8,c_1,c_6,0.7124,0.8386174382209778
model_2684,c_9,m_2,c_10,c_9,0.7783,0.6696086688041687
model_2685,c_4,c_6,m_2,m_3,0.7418,0.765879317188263
model_2686,c_6,c_5,c_4,c_9,0.7336,0.7964396326065063
model_2687,c_8,c_3,c_9,c_9,0.7064,0.8826320306777954
model_2688,c_4,m_2,c_8,c_1,0.7495,0.7402910136222839
model_2689,m_3,m_2,c_11,c_9,0.6332,1.0473045840263366
model_2690,m_2,c_5,c_5,m_3,0.6979,0.8728286437988281
model_2691,c_12,m_2,c_6,c_10,0.764,0.706604554271698
model_2692,m_3,c_7,c_11,c_7,0.7178,0.8269796818733215
model_2693,c_9,m_2,c_11,c_8,0.785,0.6596834271907807
model_2694,c_9,m_3,c_10,c_8,0.7919,0.63528909907341
model_2695,c_4,m_2,c_11,m_1,0.7306,0.815288277721405
model_2696,c_4,c_3,c_8,m_3,0.737,0.7733864187240601
model_2697,c_12,c_2,c_11,c_3,0.7446,0.7734250853538513
model_2698,m_3,c_5,m_1,c_5,0.6329,1.0627785167694093
model_2699,c_8,c_9,c_1,s,0.7187,0.8563300305843353
model_2700,c_4,m_2,c_7,m_1,0.7037,0.8648114373207092
model_2701,c_9,c_12,s,-,0.7078,0.8536366883277893
model_2702,c_2,m_2,c_5,m_3,0.7371,0.76200435962677
model_2703,c_10,c_7,c_10,c_9,0.697,0.8989637630462647
model_2704,c_3,c_6,c_8,c_6,0.722,0.8865033692359924
model_2705,c_9,c_12,m_2,c_5,0.724,0.7972840958595276
model_2706,c_10,c_8,c_12,c_10,0.7588,0.7292699027061462
model_2707,m_1,m_2,c_10,c_10,0.6878,0.9006593965530395
model_2708,c_4,c_6,c_11,m_3,0.7273,0.8030190461158753
model_2709,c_10,c_11,c_12,m_1,0.7542,0.7191481966018677
model_2710,c_3,c_7,c_5,c_8,0.6991,0.8921588603019714
model_2711,c_4,c_2,m_1,s,0.7071,0.8658435398101807
model_2712,c_9,m_3,m_3,c_9,0.7394,0.775015890789032
model_2713,c_4,m_1,m_1,c_12,0.7154,0.8272107717514038
model_2714,m_3,c_7,m_1,c_9,0.6574,0.9701849460601807
model_2715,c_4,c_4,m_2,c_6,0.7409,0.7477515690803528
model_2716,c_12,c_2,s,-,0.7286,0.8213789702415466
model_2717,c_4,m_1,c_1,m_2,0.6863,0.9063329780578613
model_2718,m_1,m_1,c_11,c_8,0.6789,0.9125354734420776
model_2719,m_2,m_2,c_11,c_12,0.6813,0.935277801322937
model_2720,c_9,c_5,c_6,m_3,0.7109,0.8411933068275451
model_2721,c_3,c_10,c_10,c_9,0.7352,0.823517263507843
model_2722,c_4,m_2,c_3,c_11,0.729,0.806867970943451
model_2723,c_12,c_9,s,-,0.7239,0.8151999159812927
model_2724,c_4,c_7,c_2,c_7,0.7135,0.8458815914154053
model_2725,m_1,m_2,c_7,c_1,0.6459,0.9988458972930908
model_2726,c_9,m_2,c_3,c_11,0.7574,0.7231113404273987
model_2727,c_4,m_2,c_8,c_9,0.768,0.6934799551486969
model_2728,c_11,c_6,c_9,c_7,0.7447,0.7504468618392944
model_2729,c_4,m_3,c_3,c_6,0.7344,0.8101385016441345
model_2730,c_7,m_2,c_7,s,0.7337,0.8110628206253052
